Time;Channel A;Channel B
(s);(V);(V)

0,00000000;-1,12074200;-0,52496640
0,00666670;-1,14271800;-0,51886210
0,01333340;-1,13173000;-0,52496640
0,02000010;-1,12684700;-0,52496640
0,02666680;-1,13173000;-0,52496640
0,03333350;-1,12074200;-0,51397870
0,04000020;-1,12684700;-0,51397870
0,04666690;-1,14271800;-0,52984980
0,05333360;-1,13173000;-0,52496640
0,06000030;-1,12684700;-0,52496640
0,06666700;-1,13661300;-0,52496640
0,07333370;-1,13173000;-0,51886210
0,08000040;-1,14760100;-0,52496640
0,08666710;-1,13173000;-0,51397870
0,09333380;-1,12074200;-0,51886210
0,10000050;-1,12074200;-0,50909530
0,10666720;-1,12684700;-0,51886210
0,11333390;-1,13661300;-0,51886210
0,12000060;-1,12074200;-0,50909530
0,12666730;-1,14271800;-0,51886210
0,13333400;-1,12074200;-0,51886210
0,14000070;-1,12684700;-0,50909530
0,14666740;-1,13661300;-0,53473320
0,15333410;-1,12684700;-0,52496640
0,16000080;-1,11585900;-0,51397870
0,16666750;-1,13173000;-0,52984980
0,17333420;-1,13661300;-0,50909530
0,18000090;-1,14271800;-0,50909530
0,18666760;-1,13661300;-0,52496640
0,19333430;-1,12684700;-0,52496640
0,20000100;-1,12684700;-0,51397870
0,20666770;-1,14760100;-0,52496640
0,21333440;-1,12684700;-0,51886210
0,22000110;-1,12684700;-0,51886210
0,22666780;-1,13661300;-0,52984980
0,23333450;-1,12684700;-0,52496640
0,24000120;-1,13173000;-0,51886210
0,24666790;-1,13661300;-0,51886210
0,25333460;-1,13173000;-0,51886210
0,26000130;-1,11097600;-0,50909530
0,26666800;-1,13661300;-0,52984980
0,27333470;-1,13173000;-0,51397870
0,28000140;-1,13173000;-0,51397870
0,28666810;-1,12684700;-0,52984980
0,29333480;-1,13173000;-0,52496640
0,30000150;-1,12074200;-0,51397870
0,30666819;-1,13173000;-0,52496640
0,31333489;-1,12684700;-0,52496640
0,32000159;-1,13173000;-0,51397870
0,32666829;-1,13661300;-0,52984980
0,33333499;-1,13173000;-0,51886210
0,34000169;-1,12684700;-0,51397870
0,34666839;-1,13173000;-0,51886210
0,35333509;-1,13173000;-0,51886210
0,36000179;-1,12074200;-0,50909530
0,36666849;-1,13173000;-0,52984980
0,37333519;-1,13173000;-0,51886210
0,38000189;-1,12684700;-0,51397870
0,38666859;-1,12684700;-0,50421190
0,39333529;-1,12684700;-0,51397870
0,40000199;-1,12074200;-0,51886210
0,40666869;-1,12684700;-0,52496640
0,41333539;-1,13661300;-0,50909530
0,42000209;-1,12684700;-0,51397870
0,42666879;-1,13173000;-0,52984980
0,43333549;-1,13661300;-0,51397870
0,44000219;-1,12684700;-0,52496640
0,44666889;-1,14760100;-0,51886210
0,45333559;-1,13661300;-0,51886210
0,46000229;-1,12684700;-0,51886210
0,46666899;-1,14271800;-0,52984980
0,47333569;-1,13173000;-0,51886210
0,48000239;-1,12684700;-0,51886210
0,48666909;-1,13173000;-0,52496640
0,49333579;-1,12684700;-0,51397870
0,50000249;-1,12074200;-0,51397870
0,50666919;-1,13661300;-0,51886210
0,51333589;-1,13173000;-0,51397870
