Time;Channel A;Channel B
(s);(V);(V)

0,00000000;-1,76657300;-0,80820410
0,00666670;-1,76657300;-0,81797090
0,01333340;-1,76046900;-0,81308750
0,02000010;-1,75558500;-0,81308750
0,02666680;-1,75558500;-0,81308750
0,03333350;-1,75558500;-0,81308750
0,04000020;-1,76657300;-0,82285430
0,04666690;-1,76657300;-0,81308750
0,05333360;-1,75558500;-0,81308750
0,06000030;-1,75558500;-0,81308750
0,06666700;-1,77145600;-0,82285430
0,07333370;-1,76046900;-0,82285430
0,08000040;-1,76657300;-0,82285430
0,08666710;-1,77145600;-0,80820410
0,09333380;-1,76046900;-0,80820410
0,10000050;-1,76046900;-0,80820410
0,10666720;-1,77634000;-0,81308750
0,11333390;-1,76657300;-0,80820410
0,12000060;-1,76657300;-0,80820410
0,12666730;-1,75070200;-0,81308750
0,13333400;-1,76046900;-0,81797090
0,14000070;-1,76046900;-0,81308750
0,14666740;-1,76046900;-0,81797090
0,15333410;-1,76046900;-0,81308750
0,16000080;-1,77145600;-0,81797090
0,16666750;-1,76046900;-0,81308750
0,17333420;-1,76657300;-0,81797090
0,18000090;-1,76046900;-0,81308750
0,18666760;-1,77145600;-0,82285430
0,19333430;-1,76657300;-0,80820410
0,20000100;-1,75558500;-0,81308750
0,20666770;-1,76657300;-0,82285430
0,21333440;-1,76046900;-0,81797090
0,22000110;-1,76046900;-0,81308750
0,22666780;-1,76657300;-0,80209980
0,23333450;-1,76046900;-0,81308750
0,24000120;-1,75558500;-0,82285430
0,24666790;-1,76657300;-0,83384200
0,25333460;-1,76657300;-0,81797090
0,26000130;-1,76046900;-0,81797090
0,26666800;-1,76657300;-0,81308750
0,27333470;-1,76657300;-0,80820410
0,28000140;-1,75070200;-0,81308750
0,28666810;-1,76657300;-0,81797090
0,29333480;-1,76046900;-0,82895860
0,30000150;-1,75558500;-0,82895860
0,30666819;-1,77145600;-0,81308750
0,31333489;-1,75558500;-0,80820410
0,32000159;-1,76657300;-0,80820410
0,32666829;-1,76046900;-0,83384200
0,33333499;-1,74459800;-0,81308750
0,34000169;-1,76046900;-0,81308750
0,34666839;-1,76046900;-0,82285430
0,35333509;-1,76657300;-0,82285430
0,36000179;-1,75558500;-0,81797090
0,36666849;-1,77634000;-0,81308750
0,37333519;-1,77145600;-0,82285430
0,38000189;-1,76046900;-0,80820410
0,38666859;-1,76657300;-0,80820410
0,39333529;-1,75558500;-0,80820410
0,40000199;-1,76046900;-0,80209980
0,40666869;-1,76046900;-0,82285430
0,41333539;-1,75558500;-0,80820410
0,42000209;-1,74459800;-0,80820410
0,42666879;-1,76046900;-0,81797090
0,43333549;-1,76046900;-0,82895860
0,44000219;-1,75558500;-0,80820410
0,44666889;-1,76657300;-0,81797090
0,45333559;-1,75558500;-0,81308750
0,46000229;-1,76046900;-0,80820410
0,46666899;-1,77145600;-0,81797090
0,47333569;-1,76046900;-0,81308750
0,48000239;-1,76046900;-0,81797090
0,48666909;-1,77145600;-0,81797090
0,49333579;-1,75558500;-0,81308750
0,50000249;-1,75558500;-0,80820410
0,50666919;-1,76657300;-0,81308750
0,51333589;-1,76046900;-0,81308750
