Time;Channel A;Channel B
(s);(V);(V)

0,00000000;-2,73837100;-1,28433600
0,00666670;-2,73837100;-1,28433600
0,01333340;-2,72860500;-1,27945300
0,02000010;-2,74447600;-1,27457000
0,02666680;-2,74447600;-1,28433600
0,03333350;-2,73837100;-1,27457000
0,04000020;-2,74935900;-1,27457000
0,04666690;-2,73837100;-1,28433600
0,05333360;-2,73837100;-1,27457000
0,06000030;-2,74447600;-1,27945300
0,06666700;-2,74447600;-1,26846500
0,07333370;-2,73837100;-1,26846500
0,08000040;-2,73837100;-1,26358200
0,08666710;-2,74447600;-1,28922000
0,09333380;-2,73837100;-1,28433600
0,10000050;-2,73348800;-1,28433600
0,10666720;-2,74447600;-1,27945300
0,11333390;-2,73348800;-1,26846500
0,12000060;-2,73837100;-1,28433600
0,12666730;-2,73837100;-1,27945300
0,13333400;-2,73837100;-1,28433600
0,14000070;-2,74447600;-1,28922000
0,14666740;-2,73348800;-1,26846500
0,15333410;-2,72250000;-1,27945300
0,16000080;-2,74447600;-1,27457000
0,16666750;-2,74935900;-1,27457000
0,17333420;-2,74447600;-1,28433600
0,18000090;-2,73348800;-1,28433600
0,18666760;-2,72860500;-1,28433600
0,19333430;-2,73348800;-1,26846500
0,20000100;-2,73837100;-1,28433600
0,20666770;-2,73837100;-1,27945300
0,21333440;-2,73837100;-1,27945300
0,22000110;-2,73837100;-1,26846500
0,22666780;-2,74447600;-1,27945300
0,23333450;-2,73837100;-1,28433600
0,24000120;-2,74447600;-1,28433600
0,24666790;-2,74935900;-1,28433600
0,25333460;-2,74447600;-1,27457000
0,26000130;-2,73837100;-1,28433600
0,26666800;-2,73348800;-1,27945300
0,27333470;-2,73348800;-1,26846500
0,28000140;-2,73348800;-1,28922000
0,28666810;-2,73348800;-1,27945300
0,29333480;-2,73348800;-1,28433600
0,30000150;-2,73837100;-1,27457000
0,30666819;-2,74447600;-1,27457000
0,31333489;-2,73837100;-1,26846500
0,32000159;-2,73837100;-1,28922000
0,32666829;-2,73837100;-1,28433600
0,33333499;-2,74447600;-1,27457000
0,34000169;-2,74447600;-1,27457000
0,34666839;-2,72860500;-1,27457000
0,35333509;-2,73837100;-1,27945300
0,36000179;-2,73837100;-1,28433600
0,36666849;-2,74447600;-1,27945300
0,37333519;-2,74447600;-1,27945300
0,38000189;-2,73837100;-1,28433600
0,38666859;-2,73837100;-1,26846500
0,39333529;-2,73348800;-1,27457000
0,40000199;-2,73837100;-1,27945300
0,40666869;-2,73837100;-1,27945300
0,41333539;-2,73837100;-1,28922000
0,42000209;-2,74447600;-1,27945300
0,42666879;-2,72860500;-1,26846500
0,43333549;-2,73837100;-1,27945300
0,44000219;-2,73837100;-1,28433600
0,44666889;-2,74447600;-1,28922000
0,45333559;-2,73348800;-1,27457000
0,46000229;-2,74447600;-1,26358200
0,46666899;-2,73348800;-1,26846500
0,47333569;-2,72860500;-1,27457000
0,48000239;-2,73348800;-1,28922000
0,48666909;-2,74447600;-1,28433600
0,49333579;-2,73348800;-1,27457000
0,50000249;-2,74935900;-1,27945300
0,50666919;-2,74447600;-1,30020700
0,51333589;-2,73348800;-1,28433600
