Time;Channel A;Channel B
(s);(V);(V)

0,00000000;-3,92870200;-1,85081200
0,00666670;-3,94945700;-1,86668300
0,01333340;-3,92870200;-1,86668300
0,02000010;-3,92870200;-1,85569500
0,02666680;-3,94457300;-1,86668300
0,03333350;-3,93358600;-1,86668300
0,04000020;-3,92870200;-1,85569500
0,04666690;-3,92870200;-1,86668300
0,05333360;-3,93846900;-1,86057900
0,06000030;-3,91771500;-1,85569500
0,06666700;-3,93846900;-1,86668300
0,07333370;-3,93358600;-1,86668300
0,08000040;-3,93358600;-1,86668300
0,08666710;-3,93358600;-1,87156600
0,09333380;-3,92870200;-1,85569500
0,10000050;-3,92259800;-1,86057900
0,10666720;-3,93358600;-1,87156600
0,11333390;-3,94457300;-1,86057900
0,12000060;-3,91771500;-1,86057900
0,12666730;-3,94945700;-1,86668300
0,13333400;-3,92870200;-1,86668300
0,14000070;-3,92259800;-1,86668300
0,14666740;-3,92870200;-1,86668300
0,15333410;-3,93358600;-1,86057900
0,16000080;-3,92870200;-1,86668300
0,16666750;-3,94945700;-1,87645000
0,17333420;-3,94457300;-1,87645000
0,18000090;-3,93358600;-1,86057900
0,18666760;-3,94457300;-1,88743700
0,19333430;-3,92870200;-1,86057900
0,20000100;-3,94457300;-1,86668300
0,20666770;-3,94457300;-1,87156600
0,21333440;-3,93846900;-1,86668300
0,22000110;-3,92870200;-1,86057900
0,22666780;-3,94457300;-1,87645000
0,23333450;-3,92870200;-1,86057900
0,24000120;-3,92870200;-1,85569500
0,24666790;-3,93846900;-1,86668300
0,25333460;-3,93846900;-1,86057900
0,26000130;-3,94457300;-1,85569500
0,26666800;-3,94457300;-1,87156600
0,27333470;-3,92870200;-1,85569500
0,28000140;-3,92870200;-1,86057900
0,28666810;-3,94457300;-1,86668300
0,29333480;-3,93846900;-1,87156600
0,30000150;-3,91771500;-1,86057900
0,30666819;-3,94945700;-1,87645000
0,31333489;-3,94457300;-1,86668300
0,32000159;-3,92870200;-1,86668300
0,32666829;-3,94945700;-1,88255400
0,33333499;-3,93846900;-1,87156600
0,34000169;-3,93358600;-1,86057900
0,34666839;-3,92870200;-1,87156600
0,35333509;-3,93846900;-1,86668300
0,36000179;-3,92259800;-1,86057900
0,36666849;-3,95434000;-1,87156600
0,37333519;-3,93358600;-1,86668300
0,38000189;-3,93846900;-1,86057900
0,38666859;-3,95434000;-1,87645000
0,39333529;-3,93846900;-1,87156600
0,40000199;-3,92870200;-1,85569500
0,40666869;-3,93846900;-1,87156600
0,41333539;-3,94457300;-1,87645000
0,42000209;-3,92870200;-1,85569500
0,42666879;-3,94945700;-1,87645000
0,43333549;-3,93358600;-1,86057900
0,44000219;-3,92870200;-1,85569500
0,44666889;-3,94945700;-1,87156600
0,45333559;-3,93846900;-1,86057900
0,46000229;-3,91283100;-1,84470800
0,46666899;-3,93846900;-1,86668300
0,47333569;-3,93358600;-1,86057900
0,48000239;-3,92259800;-1,86057900
0,48666909;-3,94945700;-1,87156600
0,49333579;-3,93358600;-1,86668300
0,50000249;-3,92870200;-1,86057900
0,50666919;-3,93846900;-1,88743700
0,51333589;-3,93846900;-1,85569500
