Time,Channel A,Channel B
(s),(mV),(V)

0.00000000,40.63234000,-0.84871980
0.00100000,42.42683000,-0.84871980
0.00200000,40.63234000,-0.84871980
0.00300000,40.63234000,-0.84871980
0.00400000,40.63234000,-0.84871980
0.00500000,40.63234000,-0.84871980
0.00600000,40.63234000,-0.84871980
0.00700000,40.63234000,-0.84871980
0.00800000,40.63234000,-0.84871980
0.00900000,40.63234000,-0.84871980
0.01000000,40.63234000,-0.84871980
0.01100000,40.63234000,-0.84871980
0.01200000,40.63234000,-0.84871980
0.01300000,40.63234000,-0.84871980
0.01400000,38.84396000,-0.84871980
0.01500000,40.63234000,-0.84871980
0.01600000,38.84396000,-0.84871980
0.01700000,40.63234000,-0.84871980
0.01800000,40.63234000,-0.84871980
0.01900000,40.63234000,-0.84871980
0.02000000,40.63234000,-0.84871980
0.02100000,40.63234000,-0.84871980
0.02200000,40.63234000,-0.84871980
0.02300000,40.63234000,-0.84871980
0.02400000,40.63234000,-0.84871980
0.02500000,40.63234000,-0.84871980
0.02600000,40.63234000,-0.84871980
0.02700000,40.63234000,-0.84871980
0.02800000,40.63234000,-0.84871980
0.02900000,40.63234000,-0.84871980
0.03000000,40.63234000,-0.84871980
0.03100000,38.84396000,-0.84871980
0.03200000,38.84396000,-0.84871980
0.03300000,40.63234000,-0.84871980
0.03400000,40.63234000,-0.84871980
0.03500000,38.84396000,-0.84871980
0.03600000,38.84396000,-0.84871980
0.03700000,40.63234000,-0.84871980
0.03800000,40.63234000,-0.84871980
0.03900000,40.63234000,-0.84871980
0.04000000,42.42683000,-0.84871980
0.04100000,42.42683000,-0.84871980
0.04200000,38.84396000,-0.84871980
0.04300000,40.63234000,-0.84871980
0.04400000,40.63234000,-0.84871980
0.04500000,40.63234000,-0.84871980
0.04600000,38.84396000,-0.84871980
0.04700000,40.63234000,-0.84871980
0.04800000,40.63234000,-0.84871980
0.04900000,40.63234000,-0.84871980
0.05000000,40.63234000,-0.84871980
0.05100000,40.63234000,-0.84871980
0.05200000,38.84396000,-0.84871980
0.05300000,40.63234000,-0.84871980
0.05400000,38.84396000,-0.84871980
0.05500000,40.63234000,-0.84871980
0.05600000,38.84396000,-0.84871980
0.05700000,40.63234000,-0.84871980
0.05800000,40.63234000,-0.84871980
0.05900000,40.63234000,-0.84871980
0.06000000,40.63234000,-0.84871980
0.06100000,40.63234000,-0.84871980
0.06200000,40.63234000,-0.84871980
0.06300000,40.63234000,-0.84871980
0.06400000,40.63234000,-0.84871980
0.06500000,40.63234000,-0.84871980
0.06600000,40.63234000,-0.84871980
0.06700000,42.42683000,-0.84871980
0.06800000,38.84396000,-0.84871980
0.06900000,40.63234000,-0.84871980
0.07000000,40.63234000,-0.84871980
