Time,Channel A,Channel B
(s),(mV),(V)

0.00000000,-99.13022000,1.36784000
0.00100000,-100.91860000,1.36784000
0.00200000,-99.13022000,1.36784000
0.00300000,-100.91860000,1.36784000
0.00400000,-100.91860000,1.36784000
0.00500000,-102.71310000,1.36784000
0.00600000,-99.13022000,1.36784000
0.00700000,-100.91860000,1.36784000
0.00800000,-100.91860000,1.36784000
0.00900000,-100.91860000,1.36784000
0.01000000,-100.91860000,1.36784000
0.01100000,-100.91860000,1.36784000
0.01200000,-100.91860000,1.36784000
0.01300000,-100.91860000,1.36784000
0.01400000,-100.91860000,1.36784000
0.01500000,-100.91860000,1.36784000
0.01600000,-99.13022000,1.36784000
0.01700000,-100.91860000,1.36784000
0.01800000,-99.13022000,1.36784000
0.01900000,-100.91860000,1.36784000
0.02000000,-102.71310000,1.36784000
0.02100000,-99.13022000,1.45664800
0.02200000,-100.91860000,1.36784000
0.02300000,-100.91860000,1.36784000
0.02400000,-100.91860000,1.36784000
0.02500000,-100.91860000,1.36784000
0.02600000,-102.71310000,1.36784000
0.02700000,-100.91860000,1.36784000
0.02800000,-100.91860000,1.36784000
0.02900000,-102.71310000,1.36784000
0.03000000,-100.91860000,1.36784000
0.03100000,-100.91860000,1.36784000
0.03200000,-100.91860000,1.36784000
0.03300000,-100.91860000,1.36784000
0.03400000,-100.91860000,1.36784000
0.03500000,-100.91860000,1.36784000
0.03600000,-99.13022000,1.36784000
0.03700000,-100.91860000,1.36784000
0.03800000,-99.13022000,1.36784000
0.03900000,-100.91860000,1.36784000
0.04000000,-100.91860000,1.36784000
0.04100000,-100.91860000,1.36784000
0.04200000,-100.91860000,1.36784000
0.04300000,-100.91860000,1.36784000
0.04400000,-102.71310000,1.36784000
0.04500000,-100.91860000,1.36784000
0.04600000,-100.91860000,1.36784000
0.04700000,-99.13022000,1.36784000
0.04800000,-102.71310000,1.36784000
0.04900000,-99.13022000,1.36784000
0.05000000,-100.91860000,1.36784000
0.05100000,-100.91860000,1.36784000
0.05200000,-100.91860000,1.36784000
0.05300000,-100.91860000,1.36784000
0.05400000,-100.91860000,1.45664800
0.05500000,-99.13022000,1.36784000
0.05600000,-100.91860000,1.36784000
0.05700000,-100.91860000,1.36784000
0.05800000,-100.91860000,1.36784000
0.05900000,-99.13022000,1.36784000
0.06000000,-100.91860000,1.36784000
0.06100000,-99.13022000,1.36784000
0.06200000,-100.91860000,1.36784000
0.06300000,-100.91860000,1.36784000
0.06400000,-102.71310000,1.36784000
0.06500000,-102.71310000,1.36784000
0.06600000,-100.91860000,1.36784000
0.06700000,-102.71310000,1.36784000
0.06800000,-100.91860000,1.36784000
0.06900000,-102.71310000,1.36784000
0.07000000,-100.91860000,1.36784000
