Time;Channel A;Channel B
(s);(V);(V)

0,00000000;0,33817600;0,15626910
0,00666670;0,33207180;0,15138570
0,01333340;0,33817600;0,14650230
0,02000010;0,33207180;0,15626910
0,02666680;0,33817600;0,15138570
0,03333350;0,33817600;0,14039800
0,04000020;0,33207180;0,15138570
0,04666690;0,33817600;0,15626910
0,05333360;0,33817600;0,16237330
0,06000030;0,33207180;0,15626910
0,06666700;0,34794290;0,15138570
0,07333370;0,32718840;0,13551460
0,08000040;0,34305950;0,14039800
0,08666710;0,32718840;0,15138570
0,09333380;0,33207180;0,15138570
0,10000050;0,33817600;0,15138570
0,10666720;0,33207180;0,15138570
0,11333390;0,33207180;0,14039800
0,12000060;0,33817600;0,14650230
0,12666730;0,33207180;0,14650230
0,13333400;0,32230500;0,14650230
0,14000070;0,33207180;0,15138570
0,14666740;0,33817600;0,14650230
0,15333410;0,32718840;0,14650230
0,16000080;0,34305950;0,14039800
0,16666750;0,33817600;0,14650230
0,17333420;0,33817600;0,14650230
0,18000090;0,33207180;0,15138570
0,18666760;0,33817600;0,14650230
0,19333430;0,33817600;0,13551460
0,20000100;0,34305950;0,14650230
0,20666770;0,34794290;0,16237330
0,21333440;0,32718840;0,15138570
0,22000110;0,33817600;0,15138570
0,22666780;0,34305950;0,14650230
0,23333450;0,33207180;0,14039800
0,24000120;0,34305950;0,14650230
0,24666790;0,33207180;0,15626910
0,25333460;0,32718840;0,13551460
0,26000130;0,34305950;0,14039800
0,26666800;0,33207180;0,15138570
0,27333470;0,33207180;0,13551460
0,28000140;0,33817600;0,15138570
0,28666810;0,34305950;0,13551460
0,29333480;0,32230500;0,13551460
0,30000150;0,34794290;0,15138570
0,30666819;0,33817600;0,15138570
0,31333489;0,32718840;0,14039800
0,32000159;0,34794290;0,15138570
0,32666829;0,33207180;0,15138570
0,33333499;0,33817600;0,15626910
0,34000169;0,33207180;0,15138570
0,34666839;0,33817600;0,14650230
0,35333509;0,34305950;0,13063120
0,36000179;0,34794290;0,14650230
0,36666849;0,34794290;0,15138570
0,37333519;0,33817600;0,14650230
0,38000189;0,32718840;0,14650230
0,38666859;0,34305950;0,14039800
0,39333529;0,33207180;0,14650230
0,40000199;0,32718840;0,14039800
0,40666869;0,33207180;0,14650230
0,41333539;0,31620070;0,15138570
0,42000209;0,33817600;0,14650230
0,42666879;0,33817600;0,15138570
0,43333549;0,33817600;0,14039800
0,44000219;0,33817600;0,14650230
0,44666889;0,34794290;0,15626910
0,45333559;0,33207180;0,13063120
0,46000229;0,33817600;0,16237330
0,46666899;0,33207180;0,14039800
0,47333569;0,32718840;0,15138570
0,48000239;0,33207180;0,15626910
0,48666909;0,33207180;0,14650230
0,49333579;0,32718840;0,13551460
0,50000249;0,34794290;0,14650230
0,50666919;0,33817600;0,15626910
0,51333589;0,33207180;0,13551460
0,52000259;0,32718840;0,15626910
0,52666929;0,34794290;0,14650230
0,53333599;0,32718840;0,14039800
0,54000269;0,33817600;0,15626910
0,54666939;0,33207180;0,16237330
0,55333609;0,33817600;0,15626910
0,56000279;0,33817600;0,15626910
0,56666949;0,34305950;0,15138570
0,57333619;0,33207180;0,14650230
