Time;Channel A;Channel B
(s);(V);(V)

0,00000000;-1,71285600;-0,76547430
0,00666670;-1,71285600;-0,76547430
0,01333340;-1,68721800;-0,76059090
0,02000010;-1,71896000;-0,77646200
0,02666680;-1,70308900;-0,76547430
0,03333350;-1,70308900;-0,76059090
0,04000020;-1,70797200;-0,77035770
0,04666690;-1,70797200;-0,77035770
0,05333360;-1,70308900;-0,76059090
0,06000030;-1,72384300;-0,77646200
0,06666700;-1,71285600;-0,76547430
0,07333370;-1,70308900;-0,75570750
0,08000040;-1,71896000;-0,77646200
0,08666710;-1,71285600;-0,77035770
0,09333380;-1,69698500;-0,75570750
0,10000050;-1,70797200;-0,77646200
0,10666720;-1,72384300;-0,77035770
0,11333390;-1,70308900;-0,74960320
0,12000060;-1,72384300;-0,77646200
0,12666730;-1,71896000;-0,78134540
0,13333400;-1,70797200;-0,77035770
0,14000070;-1,71896000;-0,77035770
0,14666740;-1,71285600;-0,76059090
0,15333410;-1,69698500;-0,74960320
0,16000080;-1,71896000;-0,77035770
0,16666750;-1,70308900;-0,76547430
0,17333420;-1,69698500;-0,76547430
0,18000090;-1,70797200;-0,77035770
0,18666760;-1,71285600;-0,75570750
0,19333430;-1,69210100;-0,74471980
0,20000100;-1,71896000;-0,77035770
0,20666770;-1,71285600;-0,75570750
0,21333440;-1,69698500;-0,75570750
0,22000110;-1,71896000;-0,77646200
0,22666780;-1,72384300;-0,76059090
0,23333450;-1,70308900;-0,75570750
0,24000120;-1,71896000;-0,76547430
0,24666790;-1,70308900;-0,76059090
0,25333460;-1,70308900;-0,75570750
0,26000130;-1,71285600;-0,77035770
0,26666800;-1,71285600;-0,76547430
0,27333470;-1,69698500;-0,75570750
0,28000140;-1,71285600;-0,77035770
0,28666810;-1,70797200;-0,76547430
0,29333480;-1,69698500;-0,75570750
0,30000150;-1,70797200;-0,76059090
0,30666819;-1,71896000;-0,76547430
0,31333489;-1,70797200;-0,75570750
0,32000159;-1,71285600;-0,77035770
0,32666829;-1,69698500;-0,76059090
0,33333499;-1,69698500;-0,76547430
0,34000169;-1,71896000;-0,77035770
0,34666839;-1,71896000;-0,76547430
0,35333509;-1,69210100;-0,76059090
0,36000179;-1,72384300;-0,77035770
0,36666849;-1,71896000;-0,76059090
0,37333519;-1,69698500;-0,74960320
0,38000189;-1,72872700;-0,77646200
0,38666859;-1,71285600;-0,76547430
0,39333529;-1,70308900;-0,75570750
0,40000199;-1,70797200;-0,77035770
0,40666869;-1,71285600;-0,77035770
0,41333539;-1,69698500;-0,74960320
0,42000209;-1,71285600;-0,77646200
0,42666879;-1,72872700;-0,76547430
0,43333549;-1,69698500;-0,74960320
0,44000219;-1,72872700;-0,77646200
0,44666889;-1,70797200;-0,77646200
0,45333559;-1,69210100;-0,75570750
0,46000229;-1,71896000;-0,77035770
0,46666899;-1,71285600;-0,77035770
0,47333569;-1,69698500;-0,74471980
0,48000239;-1,72872700;-0,76547430
0,48666909;-1,69698500;-0,77646200
0,49333579;-1,69698500;-0,76059090
0,50000249;-1,71285600;-0,77035770
0,50666919;-1,70797200;-0,75570750
0,51333589;-1,70308900;-0,76547430
