Time;Channel A;Channel B
(s);(V);(V)

0,00000000;-2,88121100;-1,31607900
0,00666670;-2,85557300;-1,31119500
0,01333340;-2,88121100;-1,32584500
0,02000010;-2,87632800;-1,32096200
0,02666680;-2,87144400;-1,32096200
0,03333350;-2,87144400;-1,32096200
0,04000020;-2,87144400;-1,33195000
0,04666690;-2,86534000;-1,31607900
0,05333360;-2,88731500;-1,33195000
0,06000030;-2,88731500;-1,32096200
0,06666700;-2,85557300;-1,32584500
0,07333370;-2,87144400;-1,31607900
0,08000040;-2,87144400;-1,32096200
0,08666710;-2,86534000;-1,30020700
0,09333380;-2,87144400;-1,32584500
0,10000050;-2,86534000;-1,31607900
0,10666720;-2,87144400;-1,30509100
0,11333390;-2,87144400;-1,31607900
0,12000060;-2,87144400;-1,31607900
0,12666730;-2,87144400;-1,30509100
0,13333400;-2,87144400;-1,31607900
0,14000070;-2,86534000;-1,29532400
0,14666740;-2,86045600;-1,30020700
0,15333410;-2,87144400;-1,33195000
0,16000080;-2,87144400;-1,31607900
0,16666750;-2,85557300;-1,32096200
0,17333420;-2,87632800;-1,32096200
0,18000090;-2,87144400;-1,32584500
0,18666760;-2,86045600;-1,30509100
0,19333430;-2,88121100;-1,33195000
0,20000100;-2,88121100;-1,32096200
0,20666770;-2,85557300;-1,30509100
0,21333440;-2,89219900;-1,33195000
0,22000110;-2,87632800;-1,31119500
0,22666780;-2,85557300;-1,31119500
0,23333450;-2,87632800;-1,32096200
0,24000120;-2,87632800;-1,31119500
0,24666790;-2,86045600;-1,31607900
0,25333460;-2,87144400;-1,32096200
0,26000130;-2,87632800;-1,32096200
0,26666800;-2,87144400;-1,30020700
0,27333470;-2,87144400;-1,32584500
0,28000140;-2,87144400;-1,32096200
0,28666810;-2,86534000;-1,31119500
0,29333480;-2,87632800;-1,32096200
0,30000150;-2,86534000;-1,32096200
0,30666819;-2,86534000;-1,31607900
0,31333489;-2,88121100;-1,32584500
0,32000159;-2,87144400;-1,32096200
0,32666829;-2,86045600;-1,30509100
0,33333499;-2,87144400;-1,31607900
0,34000169;-2,88121100;-1,32096200
0,34666839;-2,86534000;-1,30020700
0,35333509;-2,88121100;-1,32584500
0,36000179;-2,87144400;-1,32584500
0,36666849;-2,85557300;-1,31119500
0,37333519;-2,87144400;-1,32584500
0,38000189;-2,88121100;-1,31119500
0,38666859;-2,86045600;-1,30509100
0,39333529;-2,87632800;-1,31607900
0,40000199;-2,86534000;-1,31607900
0,40666869;-2,86045600;-1,32584500
0,41333539;-2,87632800;-1,31607900
0,42000209;-2,87144400;-1,32096200
0,42666879;-2,88731500;-1,32584500
0,43333549;-2,87632800;-1,32096200
0,44000219;-2,86534000;-1,32096200
0,44666889;-2,86045600;-1,30509100
0,45333559;-2,88121100;-1,32096200
0,46000229;-2,87144400;-1,31119500
0,46666899;-2,86045600;-1,30509100
0,47333569;-2,87632800;-1,31607900
0,48000239;-2,87632800;-1,32584500
0,48666909;-2,85557300;-1,30509100
0,49333579;-2,88731500;-1,32584500
0,50000249;-2,87144400;-1,32096200
0,50666919;-2,86045600;-1,30509100
0,51333589;-2,88121100;-1,32096200
