Time;Channel A;Channel B
(s);(V);(V)

0,00000000;-5,10194100;-1,83982400
0,00666670;-5,10194100;-1,85569500
0,01333340;-5,11292900;-1,86057900
0,02000010;-5,10682400;-1,85569500
0,02666680;-5,09705800;-1,85081200
0,03333350;-5,10682400;-1,86057900
0,04000020;-5,11292900;-1,86057900
0,04666690;-5,10682400;-1,84470800
0,05333360;-5,10682400;-1,86057900
0,06000030;-5,10194100;-1,85569500
0,06666700;-5,10194100;-1,86057900
0,07333370;-5,10682400;-1,85081200
0,08000040;-5,09705800;-1,85081200
0,08666710;-5,09705800;-1,85569500
0,09333380;-5,10682400;-1,85081200
0,10000050;-5,10194100;-1,84470800
0,10666720;-5,09705800;-1,84470800
0,11333390;-5,10682400;-1,85569500
0,12000060;-5,10682400;-1,85569500
0,12666730;-5,10194100;-1,85081200
0,13333400;-5,10194100;-1,85081200
0,14000070;-5,10682400;-1,84470800
0,14666740;-5,10682400;-1,84470800
0,15333410;-5,10194100;-1,85569500
0,16000080;-5,10194100;-1,85569500
0,16666750;-5,10682400;-1,85569500
0,17333420;-5,10682400;-1,85569500
0,18000090;-5,11292900;-1,85081200
0,18666760;-5,09705800;-1,84470800
0,19333430;-5,10194100;-1,86057900
0,20000100;-5,10682400;-1,86057900
0,20666770;-5,10194100;-1,83982400
0,21333440;-5,11292900;-1,85569500
0,22000110;-5,10682400;-1,84470800
0,22666780;-5,10194100;-1,84470800
0,23333450;-5,09095300;-1,85569500
0,24000120;-5,10194100;-1,84470800
0,24666790;-5,10682400;-1,85081200
0,25333460;-5,11292900;-1,83982400
0,26000130;-5,09705800;-1,83982400
0,26666800;-5,10194100;-1,85569500
0,27333470;-5,10682400;-1,86668300
0,28000140;-5,09705800;-1,84470800
0,28666810;-5,10682400;-1,85569500
0,29333480;-5,10682400;-1,85569500
0,30000150;-5,09705800;-1,84470800
0,30666819;-5,10194100;-1,85081200
0,31333489;-5,09705800;-1,84470800
0,32000159;-5,09705800;-1,84470800
0,32666829;-5,10194100;-1,85081200
0,33333499;-5,10682400;-1,84470800
0,34000169;-5,09705800;-1,84470800
0,34666839;-5,08607000;-1,85081200
0,35333509;-5,10194100;-1,85081200
0,36000179;-5,10682400;-1,85569500
0,36666849;-5,09095300;-1,85081200
0,37333519;-5,10194100;-1,86057900
0,38000189;-5,10682400;-1,85081200
0,38666859;-5,10194100;-1,84470800
0,39333529;-5,10682400;-1,85569500
0,40000199;-5,09705800;-1,84470800
0,40666869;-5,11292900;-1,85081200
0,41333539;-5,10682400;-1,85081200
0,42000209;-5,10682400;-1,84470800
0,42666879;-5,11292900;-1,86057900
0,43333549;-5,10682400;-1,85081200
0,44000219;-5,10682400;-1,85081200
0,44666889;-5,09705800;-1,85569500
0,45333559;-5,10194100;-1,85569500
0,46000229;-5,09705800;-1,86057900
0,46666899;-5,10194100;-1,85081200
0,47333569;-5,11292900;-1,85569500
0,48000239;-5,09705800;-1,85081200
0,48666909;-5,10194100;-1,85081200
0,49333579;-5,10682400;-1,85569500
0,50000249;-5,10682400;-1,86057900
0,50666919;-5,10194100;-1,86057900
0,51333589;-5,10682400;-1,85569500
