Time,Channel A,Channel B
(s),(mV),(V)

0.00000000,-120.63360000,4.02783300
0.00100000,-118.83910000,4.02783300
0.00200000,-118.83910000,4.02783300
0.00300000,-118.83910000,4.02783300
0.00400000,-118.83910000,3.93932900
0.00500000,-120.63360000,4.02783300
0.00600000,-122.42200000,4.02783300
0.00700000,-118.83910000,4.02783300
0.00800000,-118.83910000,4.02783300
0.00900000,-118.83910000,4.02783300
0.01000000,-120.63360000,3.93932900
0.01100000,-120.63360000,3.93932900
0.01200000,-118.83910000,4.02783300
0.01300000,-118.83910000,4.02783300
0.01400000,-118.83910000,4.02783300
0.01500000,-118.83910000,3.93932900
0.01600000,-120.63360000,4.02783300
0.01700000,-118.83910000,3.93932900
0.01800000,-120.63360000,4.02783300
0.01900000,-118.83910000,4.02783300
0.02000000,-118.83910000,4.02783300
0.02100000,-118.83910000,3.93932900
0.02200000,-118.83910000,4.02783300
0.02300000,-120.63360000,4.02783300
0.02400000,-118.83910000,4.02783300
0.02500000,-118.83910000,3.93932900
0.02600000,-118.83910000,4.02783300
0.02700000,-118.83910000,4.02783300
0.02800000,-120.63360000,4.02783300
0.02900000,-118.83910000,4.02783300
0.03000000,-118.83910000,4.02783300
0.03100000,-118.83910000,4.02783300
0.03200000,-118.83910000,4.02783300
0.03300000,-118.83910000,4.02783300
0.03400000,-109.87880000,4.02783300
0.03500000,-120.63360000,4.02783300
0.03600000,-120.63360000,4.02783300
0.03700000,-118.83910000,4.02783300
0.03800000,-118.83910000,4.02783300
0.03900000,-120.63360000,4.02783300
0.04000000,-118.83910000,4.02783300
0.04100000,-120.63360000,4.02783300
0.04200000,-118.83910000,4.02783300
0.04300000,-120.63360000,4.02783300
0.04400000,-118.83910000,3.93932900
0.04500000,-120.63360000,4.02783300
0.04600000,-118.83910000,4.02783300
0.04700000,-118.83910000,4.02783300
0.04800000,-118.83910000,4.02783300
0.04900000,-120.63360000,4.02783300
0.05000000,-118.83910000,4.02783300
0.05100000,-120.63360000,4.02783300
0.05200000,-120.63360000,4.02783300
0.05300000,-118.83910000,3.93932900
0.05400000,-118.83910000,4.02783300
0.05500000,-118.83910000,4.02783300
0.05600000,-118.83910000,4.02783300
0.05700000,-118.83910000,4.02783300
0.05800000,-120.63360000,3.93932900
0.05900000,-118.83910000,4.02783300
0.06000000,-118.83910000,4.02783300
0.06100000,-120.63360000,4.02783300
0.06200000,-118.83910000,3.93932900
0.06300000,-118.83910000,3.93932900
0.06400000,-117.05070000,4.02783300
0.06500000,-120.63360000,4.02783300
0.06600000,-118.83910000,3.93932900
0.06700000,-118.83910000,4.02783300
0.06800000,-120.63360000,4.02783300
0.06900000,-120.63360000,4.02783300
0.07000000,-118.83910000,3.93932900
