Time;Channel A;Channel B
(s);(V);(V)

0,00000000;3,52582100;1,37223800
0,00666670;3,52582100;1,36735400
0,01333340;3,53558800;1,37712100
0,02000010;3,53558800;1,36247100
0,02666680;3,52582100;1,37223800
0,03333350;3,53558800;1,38322500
0,04000020;3,51971700;1,36735400
0,04666690;3,53070400;1,36735400
0,05333360;3,53558800;1,36735400
0,06000030;3,52582100;1,36247100
0,06666700;3,53070400;1,37712100
0,07333370;3,53558800;1,37223800
0,08000040;3,52582100;1,36247100
0,08666710;3,53558800;1,37712100
0,09333380;3,53558800;1,38322500
0,10000050;3,51483300;1,37223800
0,10666720;3,53070400;1,36735400
0,11333390;3,53070400;1,37223800
0,12000060;3,52582100;1,37223800
0,12666730;3,51971700;1,37223800
0,13333400;3,54657600;1,36735400
0,14000070;3,52582100;1,36735400
0,14666740;3,51483300;1,37712100
0,15333410;3,52582100;1,38810900
0,16000080;3,53558800;1,36735400
0,16666750;3,51483300;1,37223800
0,17333420;3,53070400;1,37223800
0,18000090;3,51971700;1,37712100
0,18666760;3,52582100;1,36247100
0,19333430;3,52582100;1,38322500
0,20000100;3,52582100;1,38322500
0,20666770;3,51483300;1,37712100
0,21333440;3,53558800;1,37712100
0,22000110;3,53070400;1,36735400
0,22666780;3,51483300;1,37223800
0,23333450;3,53070400;1,37223800
0,24000120;3,53558800;1,36247100
0,24666790;3,52582100;1,37223800
0,25333460;3,53070400;1,37712100
0,26000130;3,52582100;1,37223800
0,26666800;3,52582100;1,38322500
0,27333470;3,53558800;1,36735400
0,28000140;3,52582100;1,37223800
0,28666810;3,53070400;1,36735400
0,29333480;3,53070400;1,36735400
0,30000150;3,51971700;1,36735400
0,30666819;3,51971700;1,36735400
0,31333489;3,52582100;1,37712100
0,32000159;3,53070400;1,37223800
0,32666829;3,53558800;1,36247100
0,33333499;3,53070400;1,37223800
0,34000169;3,52582100;1,36247100
0,34666839;3,53070400;1,37223800
0,35333509;3,53558800;1,38810900
0,36000179;3,53558800;1,36247100
0,36666849;3,51971700;1,36247100
0,37333519;3,53070400;1,38322500
0,38000189;3,51483300;1,37223800
0,38666859;3,51971700;1,37223800
0,39333529;3,53070400;1,37223800
0,40000199;3,53070400;1,37223800
0,40666869;3,52582100;1,37223800
0,41333539;3,54169200;1,37223800
0,42000209;3,51971700;1,36247100
0,42666879;3,52582100;1,36735400
0,43333549;3,53558800;1,38810900
0,44000219;3,53558800;1,36735400
0,44666889;3,51483300;1,37223800
0,45333559;3,52582100;1,36735400
0,46000229;3,53070400;1,37223800
0,46666899;3,52582100;1,36735400
0,47333569;3,52582100;1,37223800
0,48000239;3,52582100;1,37223800
0,48666909;3,51971700;1,37223800
0,49333579;3,52582100;1,37712100
0,50000249;3,52582100;1,37712100
0,50666919;3,50995000;1,36735400
0,51333589;3,53070400;1,37223800
0,52000259;3,51483300;1,36247100
0,52666929;3,52582100;1,37223800
0,53333599;3,53070400;1,37223800
0,54000269;3,50995000;1,37223800
0,54666939;3,52582100;1,36735400
0,55333609;3,53070400;1,36247100
0,56000279;3,51971700;1,36735400
0,56666949;3,52582100;1,37223800
0,57333619;3,53070400;1,37223800
