Time;Channel A;Channel B
(s);(V);(V)

0,00000000;2,63215700;1,06824600
0,00666670;2,63215700;1,06824600
0,01333340;2,62727400;1,05847900
0,02000010;2,63215700;1,06336200
0,02666680;2,62117000;1,06824600
0,03333350;2,63215700;1,07312900
0,04000020;2,62727400;1,06824600
0,04666690;2,63215700;1,05847900
0,05333360;2,63215700;1,05847900
0,06000030;2,61628600;1,06336200
0,06666700;2,63704100;1,06824600
0,07333370;2,61628600;1,06336200
0,08000040;2,62727400;1,06336200
0,08666710;2,62727400;1,06336200
0,09333380;2,63704100;1,05237500
0,10000050;2,62727400;1,06336200
0,10666720;2,63215700;1,06824600
0,11333390;2,63215700;1,07312900
0,12000060;2,62117000;1,06336200
0,12666730;2,63215700;1,05847900
0,13333400;2,62117000;1,06824600
0,14000070;2,63215700;1,06336200
0,14666740;2,63704100;1,06824600
0,15333410;2,61628600;1,06824600
0,16000080;2,62727400;1,06336200
0,16666750;2,63704100;1,06336200
0,17333420;2,62727400;1,06824600
0,18000090;2,63215700;1,06824600
0,18666760;2,63215700;1,05847900
0,19333430;2,63215700;1,06336200
0,20000100;2,62117000;1,07312900
0,20666770;2,63704100;1,06336200
0,21333440;2,61140300;1,06824600
0,22000110;2,62727400;1,05847900
0,22666780;2,63215700;1,06336200
0,23333450;2,62727400;1,07312900
0,24000120;2,62117000;1,05847900
0,24666790;2,63704100;1,06824600
0,25333460;2,61628600;1,06336200
0,26000130;2,62117000;1,05237500
0,26666800;2,62117000;1,06336200
0,27333470;2,62727400;1,05847900
0,28000140;2,62727400;1,06824600
0,28666810;2,63704100;1,06824600
0,29333480;2,62117000;1,06336200
0,30000150;2,62727400;1,06824600
0,30666819;2,61140300;1,05847900
0,31333489;2,62117000;1,07312900
0,32000159;2,62117000;1,06336200
0,32666829;2,63215700;1,06824600
0,33333499;2,62727400;1,06336200
0,34000169;2,62117000;1,06336200
0,34666839;2,63704100;1,06824600
0,35333509;2,62117000;1,06336200
0,36000179;2,62117000;1,06336200
0,36666849;2,62117000;1,07312900
0,37333519;2,63215700;1,06336200
0,38000189;2,62727400;1,06336200
0,38666859;2,62727400;1,06336200
0,39333529;2,62727400;1,05847900
0,40000199;2,62117000;1,05237500
0,40666869;2,63704100;1,06336200
0,41333539;2,61628600;1,05847900
0,42000209;2,62727400;1,06336200
0,42666879;2,61628600;1,05847900
0,43333549;2,62117000;1,06824600
0,44000219;2,61628600;1,05847900
0,44666889;2,63215700;1,06336200
0,45333559;2,61140300;1,06336200
0,46000229;2,61628600;1,05847900
0,46666899;2,62117000;1,07312900
0,47333569;2,62727400;1,05847900
0,48000239;2,61628600;1,06824600
0,48666909;2,62117000;1,06824600
0,49333579;2,62727400;1,06336200
0,50000249;2,63215700;1,06336200
0,50666919;2,62727400;1,06824600
0,51333589;2,62727400;1,05237500
0,52000259;2,62727400;1,06336200
0,52666929;2,61628600;1,06824600
0,53333599;2,62727400;1,06336200
0,54000269;2,63215700;1,05237500
0,54666939;2,62117000;1,06336200
0,55333609;2,62117000;1,06824600
0,56000279;2,63704100;1,05237500
0,56666949;2,62727400;1,07312900
0,57333619;2,62117000;1,06824600
